amount,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,is_fraud,transaction_id,timestamp,ip_address,device_hash,sender_account,receiver_account,transaction_type,merchant_category,location,device_used,payment_channel,fraud_type
0.9804297206032185,-0.4842499764712179,-1.71637911891384,-3.3370591128467977,0.42453294823267496,0,eb584551,2026-04-05 04:09:50.402301,10.0.9.2,dev_6100,user_3063,user_3063_recv,0,2,11,2,0,0
0.4816768462853822,0.5914055993010285,-2.698179978702802,-0.5188845289342587,-0.12490838954931567,0,92f0beaf,2026-04-05 09:15:50.402301,10.0.34.6,dev_7518,user_1485,user_1485_recv,2,2,11,1,3,0
-1.9813632930992977,1.23273434426144,-2.5098454434407653,-4.555110669452758,-1.373652439845615,1,bf15fb23,2026-04-04 04:02:50.402301,192.168.1.34,dev_1271,user_bad_3,user_bad_3_recv,0,3,34,1,1,1
0.6916898780506886,0.9258127608986333,-0.9272252657649311,0.6595280933504142,-1.7712577272887542,0,ce657853,2026-04-03 19:56:50.402301,10.0.41.44,dev_1816,user_939,user_939_recv,0,4,9,1,2,0
-0.05973617060451819,-1.145450279718474,0.69228542562097,0.46110585199343856,-0.17245978703823525,0,1c5b183b,2026-04-05 22:40:50.402301,10.0.18.38,dev_2837,user_3280,user_3280_recv,4,1,4,1,2,0
0.986359411501366,0.9265587885044249,1.2668517829537183,4.226848069198389,0.9975218620026589,0,d423a742,2026-04-06 04:05:50.402301,10.0.31.5,dev_3658,user_3778,user_3778_recv,4,2,23,0,1,0
1.8350618335331434,3.0712459188698356,-2.8947661481620472,-2.4838141114017143,0.9350303455284649,0,32742041,2026-04-07 11:00:50.402301,10.0.29.11,dev_8718,user_2493,user_2493_recv,2,7,7,0,3,0
0.6934009304000611,1.8738851389877236,0.18367352187052555,0.13474425546081545,0.974516199639499,0,d746d0b6,2026-04-06 21:17:50.402301,10.0.19.28,dev_5262,user_4598,user_4598_recv,2,8,17,2,0,0
-0.914902702112927,0.7226458624662567,-1.9538262520886787,-3.336830975903924,-1.4692851827602238,0,b68dcc29,2026-04-06 19:45:50.402301,10.0.1.3,dev_8317,user_4908,user_4908_recv,1,6,6,0,1,0
-1.299594724298018,-0.9428108603477509,0.6532698925760331,-0.44190553260038984,0.0630802716912812,0,ccd58648,2026-04-09 03:34:50.402301,10.0.42.26,dev_7995,user_4625,user_4625_recv,1,2,15,0,1,0
0.5244118821491486,-0.4123123394567446,-0.3321898852245694,0.5134743154330215,-1.7268289415784963,0,d609c2c7,2026-04-03 05:05:50.402301,10.0.22.3,dev_2398,user_4000,user_4000_recv,0,2,3,0,1,0
-0.129390266265076,-4.970053497178037,2.6384220502867652,1.3809166836414453,1.0064045415820932,0,622a8d66,2026-04-06 21:25:50.402301,10.0.6.16,dev_4817,user_1926,user_1926_recv,3,2,12,1,0,0
-1.282179285981457,3.0679144276698986,-0.6711669264929465,-2.6012640311498734,-0.5430135569570073,0,4922dd7e,2026-04-07 01:29:50.402301,10.0.28.18,dev_6635,user_2294,user_2294_recv,3,5,4,1,0,0
1.2874724256211847,-2.647637718862828,3.0094879015623914,8.128628147182381,0.8108448528172271,0,ebcd4e61,2026-04-07 16:32:50.402301,10.0.26.6,dev_8801,user_4466,user_4466_recv,2,5,0,1,1,0
0.5057237008871853,1.3587017123744425,-0.5431808885320994,3.0719811329723843,1.1229027747845646,0,e7c20fe3,2026-04-07 00:22:50.402301,10.0.1.43,dev_1914,user_292,user_292_recv,1,4,12,1,3,0
1.6396280237481944,0.023703238074366917,-1.4571881387850991,1.3154503787144192,-0.4838232209169564,0,99733587,2026-04-05 11:59:50.402301,10.0.48.7,dev_4447,user_1192,user_1192_recv,4,1,14,2,3,0
0.832223583467281,-0.1459274297422457,0.008058320806374919,2.9527812685821964,0.1742820566199824,0,e3857a7e,2026-04-05 03:11:50.402301,10.0.15.6,dev_9168,user_272,user_272_recv,1,4,29,2,0,0
0.6961871119241679,0.2953392535371044,1.3354378178082307,1.1699931189863257,0.09537019056105725,0,5c036031,2026-04-05 16:02:50.402301,10.0.13.3,dev_3594,user_3493,user_3493_recv,2,6,17,1,0,0
1.356378390767288,2.630555721632322,-2.411489144859585,0.545595993394894,0.11645718746093325,0,7fcb3a15,2026-04-05 05:49:50.402301,10.0.38.27,dev_2461,user_868,user_868_recv,4,4,0,1,1,0
-1.2190614079950732,0.6648494015502169,-0.9175256451477025,-0.9203246302421026,-0.3458812627300488,0,3d412d05,2026-04-03 06:59:50.402301,10.0.4.19,dev_4274,user_945,user_945_recv,4,4,12,2,2,0
-1.1628627185824247,-1.8239510205999596,-2.5486567865666427,-5.290011724867826,-0.008569954078848318,0,cc980cd4,2026-04-07 14:54:50.402301,10.0.38.32,dev_1509,user_3474,user_3474_recv,2,5,13,0,0,0
1.5670652699122396,-0.02986893920170719,-0.06576055094371669,2.9439414316098165,-0.22382993925815314,0,a51fe771,2026-04-06 03:27:50.402301,10.0.34.29,dev_6029,user_2339,user_2339_recv,0,7,10,0,2,0
1.2888623458965291,3.4810722449544724,-1.8456875470318375,-2.2074100583803142,-1.0291003431058066,0,7c7e0573,2026-04-03 22:26:50.402301,10.0.45.26,dev_7463,user_2633,user_2633_recv,4,5,6,0,1,0
0.5028816085335286,-1.0381332125565126,0.18770399439867014,0.04745638572688608,-0.2815408056339214,0,6b8225ee,2026-04-03 18:13:50.402301,10.0.7.12,dev_6098,user_3573,user_3573_recv,4,5,10,1,0,0
